2019-06-18 09:51:21,622  INFO OperationsKeyGenerator:51 - Cache key generated: /users/{id}.com.sqlva.springboot.controller.UserController.getUser.DefaultGenericTypeNamingStrategy
2019-06-18 09:51:21,622  INFO CachingAspect:68 - Caching aspect applied for cache operations with key /users/{id}.com.sqlva.springboot.controller.UserController.getUser.DefaultGenericTypeNamingStrategy
2019-06-18 09:51:21,624  INFO ClassOrApiAnnotationResourceGrouping:100 - Group for method getUser was user-controller
2019-06-18 09:51:21,625  INFO ClassOrApiAnnotationResourceGrouping:100 - Group for method getUser was user-controller
2019-06-18 09:51:21,626  INFO ModelContextKeyGenerator:46 - Cache Key Generated: java.util.List<com.sqlva.springboot.po.User>(true)
2019-06-18 09:51:21,627  INFO CachingAspect:79 - Caching aspect applied for cache models with key java.util.List<com.sqlva.springboot.po.User>(true)
2019-06-18 09:51:21,627  INFO ModelContextKeyGenerator:46 - Cache Key Generated: java.util.List<com.sqlva.springboot.po.User>(true)
2019-06-18 09:51:21,627  INFO CachingAspect:79 - Caching aspect applied for cache modelDependencies with key java.util.List<com.sqlva.springboot.po.User>(true)
2019-06-18 09:51:21,627  INFO ModelPropertiesKeyGenerator:48 - Cache key generated: com.sqlva.springboot.po.User(true)
2019-06-18 09:51:21,627  INFO CachingAspect:68 - Caching aspect applied for cache modelProperties with key com.sqlva.springboot.po.User(true)
2019-06-18 09:51:21,628  INFO ModelPropertiesKeyGenerator:48 - Cache key generated: java.util.List<com.sqlva.springboot.po.User>(true)
2019-06-18 09:51:21,628  INFO CachingAspect:68 - Caching aspect applied for cache modelProperties with key java.util.List<com.sqlva.springboot.po.User>(true)
2019-06-18 09:51:21,628  INFO ModelPropertiesKeyGenerator:48 - Cache key generated: com.sqlva.springboot.po.User(true)
2019-06-18 09:51:21,629  INFO CachingAspect:68 - Caching aspect applied for cache modelProperties with key com.sqlva.springboot.po.User(true)
2019-06-18 09:51:21,629  INFO OperationsKeyGenerator:51 - Cache key generated: /users.com.sqlva.springboot.controller.UserController.getUsers.DefaultGenericTypeNamingStrategy
2019-06-18 09:51:21,629  INFO CachingAspect:68 - Caching aspect applied for cache operations with key /users.com.sqlva.springboot.controller.UserController.getUsers.DefaultGenericTypeNamingStrategy
2019-06-18 09:51:21,630  INFO ClassOrApiAnnotationResourceGrouping:100 - Group for method getUsers was user-controller
2019-06-18 09:51:21,631  INFO ClassOrApiAnnotationResourceGrouping:100 - Group for method getUsers was user-controller
2019-06-18 09:51:21,632  INFO ModelContextKeyGenerator:46 - Cache Key Generated: java.lang.String(true)
2019-06-18 09:51:21,632  INFO CachingAspect:79 - Caching aspect applied for cache models with key java.lang.String(true)
2019-06-18 09:51:21,632  INFO ModelContextKeyGenerator:46 - Cache Key Generated: java.lang.String(true)
2019-06-18 09:51:21,632  INFO CachingAspect:79 - Caching aspect applied for cache modelDependencies with key java.lang.String(true)
2019-06-18 09:51:21,633  INFO OperationsKeyGenerator:51 - Cache key generated: /users/{id}.com.sqlva.springboot.controller.UserController.updateUser.DefaultGenericTypeNamingStrategy
2019-06-18 09:51:21,633  INFO CachingAspect:68 - Caching aspect applied for cache operations with key /users/{id}.com.sqlva.springboot.controller.UserController.updateUser.DefaultGenericTypeNamingStrategy
2019-06-18 09:51:21,634  INFO ClassOrApiAnnotationResourceGrouping:100 - Group for method updateUser was user-controller
2019-06-18 09:51:21,635  INFO ClassOrApiAnnotationResourceGrouping:100 - Group for method updateUser was user-controller
2019-06-18 09:51:21,698  INFO TomcatWebServer:204 - Tomcat started on port(s): 8080 (http) with context path ''
2019-06-18 09:51:21,700  INFO DemoApplication:59 - Started DemoApplication in 6.335 seconds (JVM running for 7.153)
2019-06-18 09:51:57,663  INFO DispatcherServlet:524 - Initializing Servlet 'dispatcherServlet'
2019-06-18 09:51:57,675  INFO DispatcherServlet:546 - Completed initialization in 12 ms
2019-06-18 09:51:57,710  INFO WebLogAspect:34 - URL : http://localhost:8080/helloworld
2019-06-18 09:51:57,710  INFO WebLogAspect:35 - HTTP_METHOD : GET
2019-06-18 09:51:57,711  INFO WebLogAspect:36 - IP : 0:0:0:0:0:0:0:1
2019-06-18 09:51:57,711  INFO WebLogAspect:37 - CLASS_METHOD : com.sqlva.springboot.controller.MainController.hello
2019-06-18 09:51:57,711  INFO WebLogAspect:38 - ARGS : [qiang]
2019-06-18 09:51:57,713  INFO WebLogAspect:43 - RESPONSE : Hello Worldqiang
2019-06-18 09:53:37,452  WARN DefaultHandlerExceptionResolver:198 - Resolved [org.springframework.web.bind.MissingServletRequestParameterException: Required String parameter 'name' is not present]
2019-06-18 09:54:05,330  WARN DefaultHandlerExceptionResolver:198 - Resolved [org.springframework.web.bind.MissingServletRequestParameterException: Required String parameter 'name' is not present]
2019-06-18 09:54:15,944  INFO WebLogAspect:34 - URL : http://localhost:8080/helloworld
2019-06-18 09:54:15,945  INFO WebLogAspect:35 - HTTP_METHOD : GET
2019-06-18 09:54:15,945  INFO WebLogAspect:36 - IP : 0:0:0:0:0:0:0:1
2019-06-18 09:54:15,945  INFO WebLogAspect:37 - CLASS_METHOD : com.sqlva.springboot.controller.MainController.hello
2019-06-18 09:54:15,945  INFO WebLogAspect:38 - ARGS : []
2019-06-18 09:54:15,945  INFO WebLogAspect:43 - RESPONSE : Hello World
2019-06-18 09:54:27,481  WARN DefaultHandlerExceptionResolver:198 - Resolved [org.springframework.web.bind.MissingServletRequestParameterException: Required String parameter 'name' is not present]
2019-06-18 09:54:35,880  INFO WebLogAspect:34 - URL : http://localhost:8080/helloworld
2019-06-18 09:54:35,880  INFO WebLogAspect:35 - HTTP_METHOD : GET
2019-06-18 09:54:35,880  INFO WebLogAspect:36 - IP : 0:0:0:0:0:0:0:1
2019-06-18 09:54:35,881  INFO WebLogAspect:37 - CLASS_METHOD : com.sqlva.springboot.controller.MainController.hello
2019-06-18 09:54:35,881  INFO WebLogAspect:38 - ARGS : [ttttttt]
2019-06-18 09:54:35,881  INFO WebLogAspect:43 - RESPONSE : Hello Worldttttttt
2019-06-18 10:03:39,219  INFO Version:21 - HV000001: Hibernate Validator 6.0.16.Final
2019-06-18 10:03:39,359  INFO DemoApplication:50 - Starting DemoApplication on WIN10-20170420B with PID 231412 (D:\soft\spring\project\demo\target\classes started by Administrator in D:\soft\spring\project\demo)
2019-06-18 10:03:39,359  INFO DemoApplication:679 - The following profiles are active: dev
2019-06-18 10:03:40,089  INFO RepositoryConfigurationDelegate:244 - Multiple Spring Data modules found, entering strict repository configuration mode!
2019-06-18 10:03:40,090  INFO RepositoryConfigurationDelegate:126 - Bootstrapping Spring Data repositories in DEFAULT mode.
2019-06-18 10:03:40,142  INFO RepositoryConfigurationDelegate:182 - Finished Spring Data repository scanning in 45ms. Found 1 repository interfaces.
2019-06-18 10:03:40,143  INFO RepositoryConfigurationDelegate:244 - Multiple Spring Data modules found, entering strict repository configuration mode!
2019-06-18 10:03:40,143  INFO RepositoryConfigurationDelegate:126 - Bootstrapping Spring Data repositories in DEFAULT mode.
2019-06-18 10:03:40,149  INFO RepositoryConfigurationDelegate:182 - Finished Spring Data repository scanning in 6ms. Found 1 repository interfaces.
2019-06-18 10:03:40,301  INFO RepositoryConfigurationDelegate:244 - Multiple Spring Data modules found, entering strict repository configuration mode!
2019-06-18 10:03:40,302  INFO RepositoryConfigurationDelegate:126 - Bootstrapping Spring Data repositories in DEFAULT mode.
2019-06-18 10:03:40,314  INFO RepositoryConfigurationExtensionSupport:363 - Spring Data MongoDB - Could not safely identify store assignment for repository candidate interface com.sqlva.springboot.p.PigRepository.
2019-06-18 10:03:40,318  INFO RepositoryConfigurationExtensionSupport:363 - Spring Data MongoDB - Could not safely identify store assignment for repository candidate interface com.sqlva.springboot.repository.PersonRepository.
2019-06-18 10:03:40,319  INFO RepositoryConfigurationExtensionSupport:363 - Spring Data MongoDB - Could not safely identify store assignment for repository candidate interface com.sqlva.springboot.s.MessageRepository.
2019-06-18 10:03:40,324  INFO RepositoryConfigurationDelegate:182 - Finished Spring Data repository scanning in 22ms. Found 1 repository interfaces.
2019-06-18 10:03:40,335  INFO RepositoryConfigurationDelegate:244 - Multiple Spring Data modules found, entering strict repository configuration mode!
2019-06-18 10:03:40,336  INFO RepositoryConfigurationDelegate:126 - Bootstrapping Spring Data repositories in DEFAULT mode.
2019-06-18 10:03:40,346  INFO RepositoryConfigurationExtensionSupport:363 - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.sqlva.springboot.p.PigRepository.
2019-06-18 10:03:40,347  INFO RepositoryConfigurationExtensionSupport:363 - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.sqlva.springboot.repository.MongoUserRepository.
2019-06-18 10:03:40,347  INFO RepositoryConfigurationExtensionSupport:363 - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.sqlva.springboot.repository.PersonRepository.
2019-06-18 10:03:40,347  INFO RepositoryConfigurationExtensionSupport:363 - Spring Data Redis - Could not safely identify store assignment for repository candidate interface com.sqlva.springboot.s.MessageRepository.
2019-06-18 10:03:40,347  INFO RepositoryConfigurationDelegate:182 - Finished Spring Data repository scanning in 4ms. Found 0 repository interfaces.
2019-06-18 10:03:40,656  INFO PostProcessorRegistrationDelegate$BeanPostProcessorChecker:330 - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$25889c72] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-06-18 10:03:40,754  INFO PostProcessorRegistrationDelegate$BeanPostProcessorChecker:330 - Bean 'org.springframework.hateoas.config.HateoasConfiguration' of type [org.springframework.hateoas.config.HateoasConfiguration$$EnhancerBySpringCGLIB$$a508e9a4] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-06-18 10:03:40,997  INFO TomcatWebServer:90 - Tomcat initialized with port(s): 8080 (http)
2019-06-18 10:03:41,119  INFO ContextLoader:296 - Root WebApplicationContext: initialization completed in 1726 ms
2019-06-18 10:03:41,319  INFO HikariDataSource:110 - HikariPool-1 - Starting...
2019-06-18 10:03:41,450  INFO PoolBase:525 - HikariPool-1 - Driver does not support get/set network timeout for connections. (com.mysql.jdbc.JDBC4Connection.getNetworkTimeout()I)
2019-06-18 10:03:41,452  INFO HikariDataSource:123 - HikariPool-1 - Start completed.
2019-06-18 10:03:41,484  INFO LogHelper:31 - HHH000204: Processing PersistenceUnitInfo [
	name: primaryPersistenceUnit
	...]
2019-06-18 10:03:41,529  INFO Version:46 - HHH000412: Hibernate Core {5.3.10.Final}
2019-06-18 10:03:41,530  INFO Environment:213 - HHH000206: hibernate.properties not found
2019-06-18 10:03:41,624  INFO Version:49 - HCANN000001: Hibernate Commons Annotations {5.0.4.Final}
2019-06-18 10:03:41,720  INFO Dialect:157 - HHH000400: Using dialect: org.hibernate.dialect.MySQL5Dialect
2019-06-18 10:03:42,222  INFO SchemaCreatorImpl:489 - HHH000476: Executing import script 'org.hibernate.tool.schema.internal.exec.ScriptSourceInputNonExistentImpl@9408857'
2019-06-18 10:03:42,229  INFO LocalContainerEntityManagerFactoryBean:415 - Initialized JPA EntityManagerFactory for persistence unit 'primaryPersistenceUnit'
2019-06-18 10:03:42,292  INFO LogHelper:31 - HHH000204: Processing PersistenceUnitInfo [
	name: SecondPersistenceUnit
	...]
2019-06-18 10:03:42,299  INFO HikariDataSource:110 - HikariPool-2 - Starting...
